employee_id,name,department,role,job_level,hire_date,tenure_years,salary,performance_rating,manager_id,attrition_flag,exit_date
EMP1257,Kristin Pennington,HR,Manager,L4,2020-11-02,5.75,936602,High,EMP1897,0,
EMP1258,Victoria Bailey,HR,Analyst,L5,2024-03-08,2.4,1668025,Average,EMP1212,0,
EMP1259,Bethany Murray,Engineering,Senior Manager,L3,2023-01-24,3.52,871182,Average,EMP1147,0,
EMP1260,Diana Nguyen,Engineering,Senior Manager,L3,2022-09-08,3.9,1244781,High,EMP1572,0,
EMP1261,Mary Gutierrez,Consulting,Senior Manager,L1,2021-10-06,4.82,689047,Low,EMP1470,0,
EMP1262,Jeffrey Park,Engineering,Consultant,L4,2021-01-01,5.58,889503,Average,EMP1148,0,
EMP1263,Jessica Rice,Sales,Senior Analyst,L5,2020-09-07,5.9,1431240,Low,EMP1087,1,2023-08-04
EMP1264,James Wright,HR,Manager,L1,2023-10-05,2.82,711909,Average,EMP1323,0,
EMP1265,Jacob Harmon,Engineering,Senior Manager,L3,2021-09-15,4.88,1443734,High,EMP1894,0,
EMP1266,Gregory Klein,Engineering,Analyst,L4,2018-09-01,7.92,1112325,Average,EMP1395,0,
EMP1267,Rachel Lee,Consulting,Senior Manager,L5,2020-07-21,6.03,731259,High,EMP1789,0,
EMP1268,Carolyn Davis,Operations,Senior Analyst,L2,2026-04-25,0.27,1089722,Average,EMP1403,0,
EMP1269,Scott Gordon,Consulting,Senior Analyst,L4,2024-09-13,1.88,1191766,High,EMP1081,0,
EMP1270,Christopher Myers,Sales,Manager,L5,2024-02-08,2.48,1086542,High,EMP1640,0,
EMP1271,Allen Ryan,HR,Consultant,L1,2021-02-14,5.46,428932,High,EMP1285,0,
EMP1272,Jennifer Cruz,Consulting,Manager,L2,2023-10-22,2.78,681858,Low,EMP1381,0,
EMP1273,Zachary Lynch,Engineering,Senior Manager,L5,2023-02-10,3.47,825744,High,EMP1864,0,
EMP1274,Rodney Proctor,HR,Analyst,L5,2024-04-12,2.3,877669,Average,EMP1791,0,
EMP1275,Alicia Wilson,HR,Manager,L3,2025-02-14,1.46,1086201,Average,EMP1269,0,
EMP1276,Priscilla Morales,Engineering,Consultant,L4,2018-09-02,7.92,953310,High,EMP1291,0,
EMP1277,Kevin Benjamin,Consulting,Manager,L3,2023-09-04,2.91,499396,Average,EMP1452,0,
EMP1278,Christopher Allen,Engineering,Senior Analyst,L2,2020-05-05,6.24,1014059,High,EMP1714,0,
EMP1279,Paul Harrison,Operations,Senior Manager,L5,2022-02-10,4.47,1083175,Low,EMP1023,0,
EMP1280,William Lyons,HR,Senior Manager,L3,2024-07-02,2.08,1067937,Average,EMP1955,0,
EMP1281,Abigail Moody,Finance,Senior Manager,L4,2022-03-20,4.37,1224234,Average,EMP1862,0,
EMP1282,Daniel Small,Finance,Senior Manager,L2,2019-12-22,6.61,1150176,Low,EMP1310,1,2021-05-27
EMP1283,Nicholas Ross,Sales,Senior Manager,L1,2019-07-06,7.07,1037754,Average,EMP1460,0,
EMP1284,Matthew Hernandez,Engineering,Senior Manager,L3,2025-06-15,1.13,878950,Low,EMP1207,0,
EMP1285,Jennifer Taylor,Engineering,Analyst,L2,2021-11-16,4.71,401711,Average,EMP1791,0,
EMP1286,Joyce Castillo,Sales,Consultant,L1,2025-07-04,1.07,1028885,Average,EMP1716,0,
EMP1287,Ryan Gaines,Sales,Senior Manager,L3,2022-06-13,4.13,962306,Average,EMP1663,0,
EMP1288,Rachel Cunningham,Sales,Consultant,L2,2024-09-02,1.91,981473,Average,EMP1437,0,
EMP1289,Abigail Goodman,HR,Senior Manager,L2,2023-04-02,3.33,516975,Average,EMP1537,0,
EMP1290,Sara Elliott,Operations,Manager,L3,2019-09-27,6.85,575683,Average,EMP1705,0,
EMP1291,Craig Clark,Engineering,Senior Manager,L2,2025-06-09,1.14,1215945,Low,EMP1335,0,
EMP1292,Nicholas Hodge,HR,Senior Analyst,L5,2026-04-28,0.26,888133,High,EMP1421,0,
EMP1293,Brandi Smith,Sales,Analyst,L3,2025-06-14,1.13,1104450,High,EMP1749,0,
EMP1294,Mark Ali,Engineering,Manager,L2,2024-01-28,2.51,908495,Average,EMP1320,0,
EMP1295,Tanya Jones,HR,Manager,L1,2024-05-28,2.18,908926,Average,EMP1496,0,
EMP1296,Andrew Stewart,Operations,Senior Analyst,L1,2020-04-07,6.32,1181485,High,EMP1586,0,
EMP1297,Kelly Mcclure,HR,Senior Manager,L5,2024-05-01,2.25,745186,Average,EMP1946,0,
EMP1298,Stephanie Campbell,Operations,Analyst,L3,2025-03-29,1.34,928836,Low,EMP1162,0,
EMP1299,Claudia Henderson,Sales,Manager,L2,2026-02-02,0.49,761317,Average,EMP1810,0,
EMP1300,David Adams,Operations,Analyst,L2,2025-01-07,1.56,769651,High,EMP1540,0,
EMP1301,Dustin Melendez,Engineering,Manager,L1,2018-12-06,7.65,807248,Low,EMP1164,0,
EMP1302,Samuel Garcia,Sales,Senior Manager,L5,2025-10-03,0.82,966640,Average,EMP1848,0,
EMP1303,Melinda Meyer,Engineering,Manager,L1,2025-01-06,1.56,756375,High,EMP1697,0,
EMP1304,Michelle Martinez,Finance,Manager,L1,2019-08-30,6.92,1276726,High,EMP1565,0,
EMP1305,Rachel Black,Consulting,Consultant,L5,2018-10-09,7.81,631617,Average,EMP1294,0,
EMP1306,William Estrada,Operations,Senior Manager,L3,2023-10-05,2.82,843938,Low,EMP1041,0,
EMP1307,Cindy Stephens,Consulting,Senior Analyst,L2,2021-02-26,5.43,768080,High,EMP1923,0,
EMP1308,Jay Coleman,Consulting,Senior Analyst,L3,2021-11-25,4.68,1334093,Average,EMP1284,0,
EMP1309,Dr. Nicholas Knapp,Operations,Senior Manager,L4,2024-06-29,2.09,958966,Low,EMP1938,1,2025-01-30
EMP1310,Travis Sloan,Sales,Senior Analyst,L4,2021-05-11,5.22,1209553,Low,EMP1386,0,
EMP1311,Gina Cook,Finance,Senior Manager,L4,2026-01-03,0.57,454331,High,EMP1137,0,
EMP1312,David Jones,Engineering,Senior Analyst,L5,2026-03-07,0.4,980115,Average,EMP1186,0,
EMP1313,William Miller,HR,Consultant,L1,2022-09-01,3.92,1166889,High,EMP1909,0,
EMP1314,Erica Ruiz,Engineering,Senior Analyst,L3,2022-04-05,4.32,924685,High,EMP1715,0,
EMP1315,Phillip Lopez,HR,Manager,L2,2022-01-14,4.55,1219644,Average,EMP1430,0,
EMP1316,Gina Rodriguez,Engineering,Senior Manager,L4,2024-09-26,1.84,744813,Average,EMP1553,1,2025-12-02
EMP1317,Christopher Gonzalez,Operations,Analyst,L3,2023-11-24,2.68,1322804,Average,EMP1861,0,
EMP1318,Kayla Nelson,Finance,Analyst,L4,2018-11-21,7.7,1589669,Average,EMP1415,0,
EMP1319,Gregory Fitzgerald,HR,Senior Manager,L4,2018-11-02,7.75,791148,Average,EMP1799,0,
EMP1320,Luis Bautista,Sales,Consultant,L2,2019-05-11,7.23,766349,High,EMP1425,0,
EMP1321,Kristin David,Engineering,Senior Analyst,L5,2022-06-29,4.09,1336015,Average,EMP1415,0,
EMP1322,Karen Day,Engineering,Consultant,L1,2025-01-03,1.57,1373871,High,EMP1025,0,
EMP1323,Jason Bullock,HR,Analyst,L5,2026-02-17,0.45,743141,Average,EMP1370,0,
EMP1324,Connie Moore,Sales,Senior Manager,L3,2025-10-14,0.79,773943,Average,EMP1384,0,
EMP1325,Mark Moore,Sales,Senior Manager,L5,2024-06-22,2.11,815464,Average,EMP1055,0,
EMP1326,Rachel Hunt,Operations,Consultant,L3,2025-09-20,0.86,496664,Average,EMP1252,0,
EMP1327,William Kim,Operations,Consultant,L3,2026-03-28,0.34,624404,Average,EMP1633,0,
EMP1328,Casey Nolan,Operations,Senior Analyst,L1,2020-12-19,5.62,598757,Average,EMP1105,0,
EMP1329,Lynn Tyler,Operations,Manager,L2,2024-09-10,1.89,669660,Average,EMP1129,1,2025-07-27
EMP1330,Monica Snyder,Operations,Manager,L1,2021-05-08,5.23,889594,Low,EMP1848,0,
EMP1331,Angela Lindsey,Operations,Senior Analyst,L5,2026-05-15,0.21,970264,Average,EMP1669,1,2026-07-13
EMP1332,Amanda Gordon,Finance,Manager,L3,2020-09-10,5.89,1365150,Average,EMP1375,0,
EMP1333,Ethan Mitchell,Sales,Analyst,L4,2024-08-28,1.92,600493,Average,EMP1742,0,
EMP1334,Nicole Cook,Operations,Manager,L4,2018-10-22,7.78,1195296,High,EMP1966,0,
EMP1335,Christopher Wagner,Sales,Senior Analyst,L3,2025-11-16,0.7,835803,Average,EMP1307,0,
EMP1336,Amanda Garcia,Sales,Manager,L1,2023-11-16,2.71,885160,Average,EMP1090,0,
EMP1337,Christopher Moore,Consulting,Senior Manager,L2,2022-12-27,3.59,1102445,Average,EMP1392,0,
EMP1338,Ryan Ramirez,Finance,Consultant,L1,2018-12-09,7.65,563183,Average,EMP1533,0,
EMP1339,Mariah Best,Operations,Analyst,L3,2018-10-26,7.77,1014722,Low,EMP1801,0,
EMP1340,Joseph Ortiz,Engineering,Senior Manager,L3,2020-10-21,5.78,949935,Average,EMP1109,0,
EMP1341,Jeffrey Schultz,HR,Senior Manager,L2,2025-04-20,1.28,1047735,Average,EMP1560,0,
EMP1342,Ruth Watkins,Engineering,Senior Analyst,L5,2022-07-26,4.02,986750,Average,EMP1640,0,
EMP1343,Stephanie Sexton,Finance,Consultant,L5,2024-10-05,1.82,1636590,Low,EMP1584,0,
EMP1344,William Peterson,HR,Consultant,L2,2018-08-19,7.95,708678,Low,EMP1339,0,
EMP1345,Timothy Jackson,Finance,Analyst,L5,2022-10-11,3.81,740700,Average,EMP1564,0,
EMP1346,Cynthia Williams,Sales,Senior Analyst,L4,2021-07-31,5.0,713057,High,EMP1978,0,
EMP1347,Paul Hester DDS,HR,Analyst,L5,2023-02-12,3.47,733356,Average,EMP1355,0,
EMP1348,William Hester,Sales,Manager,L5,2019-04-24,7.27,708783,Average,EMP1891,0,
EMP1349,Brian Valentine,Engineering,Senior Manager,L5,2025-09-06,0.9,1256704,Average,EMP1167,0,
EMP1350,Jessica Robinson,Engineering,Analyst,L4,2025-03-30,1.34,1326151,Average,EMP1556,0,
EMP1351,Shannon Jones,HR,Senior Manager,L5,2023-08-13,2.97,728776,Average,EMP1451,0,
EMP1352,Mark Moore,HR,Senior Analyst,L4,2024-03-02,2.41,650293,Average,EMP1904,0,
EMP1353,Charlotte George,Operations,Manager,L2,2020-06-20,6.12,1041424,Average,EMP1104,0,
EMP1354,Jesse Smith,Finance,Senior Analyst,L1,2019-06-17,7.13,734333,Low,EMP1149,0,
EMP1355,Daniel Williams,Operations,Manager,L2,2024-04-05,2.32,1089879,Low,EMP1145,0,
EMP1356,Brenda Fernandez,Finance,Manager,L1,2019-07-03,7.08,960876,Average,EMP1715,0,
EMP1357,Amy Lang,Operations,Senior Manager,L2,2025-07-27,1.01,445276,Low,EMP1873,0,
EMP1358,Charles Torres,Sales,Senior Analyst,L1,2024-04-13,2.3,1364251,Low,EMP1298,0,
EMP1359,Erin Brown,HR,Senior Analyst,L1,2022-09-27,3.84,1438763,Average,EMP1166,0,
EMP1360,Ashley Melton,Engineering,Analyst,L3,2020-09-29,5.84,716163,High,EMP1712,0,
EMP1361,Samantha Bell,Finance,Senior Analyst,L1,2023-05-11,3.22,783689,Average,EMP1645,1,2025-09-24
EMP1362,Jason Perkins,Finance,Analyst,L1,2019-08-19,6.95,985759,Average,EMP1722,0,
EMP1363,Daniel Frye,Engineering,Consultant,L3,2026-05-31,0.17,1000337,Average,EMP1047,0,
EMP1364,Marc Powers,Operations,Consultant,L5,2021-11-25,4.68,1097563,High,EMP1637,0,
EMP1365,Laura Dunn,Finance,Consultant,L5,2020-09-27,5.84,1503061,Average,EMP1238,0,
EMP1366,Leah Buchanan,Sales,Senior Analyst,L3,2021-06-26,5.1,846915,Low,EMP1006,0,
EMP1367,Daniel Thornton,HR,Senior Analyst,L4,2020-08-19,5.95,660510,Average,EMP1463,0,
EMP1368,Jennifer Davis,Engineering,Analyst,L1,2019-05-09,7.23,486204,Low,EMP1452,1,2023-05-29
EMP1369,Linda Chan,HR,Manager,L1,2022-03-23,4.36,680720,Average,EMP1783,0,
EMP1370,John Bryant,Finance,Analyst,L3,2019-06-18,7.12,890061,Average,EMP1896,0,
EMP1371,Clinton West,Finance,Consultant,L3,2021-03-08,5.4,1438367,High,EMP1370,1,2024-06-20
EMP1372,Nicole Evans,Engineering,Analyst,L4,2022-01-18,4.53,744716,Average,EMP1548,0,
EMP1373,Matthew Kirk,Sales,Manager,L5,2026-03-31,0.33,967136,Average,EMP1486,0,
EMP1374,Paul Shelton,Consulting,Senior Analyst,L2,2025-04-08,1.31,895073,High,EMP1210,1,2025-10-11
EMP1375,Patricia Beck,Engineering,Analyst,L5,2020-11-05,5.74,1256517,Low,EMP1164,0,
EMP1376,Alexa Chavez,Consulting,Consultant,L1,2024-06-02,2.16,1658079,Average,EMP1124,0,
EMP1377,Robert Huff,Operations,Consultant,L3,2026-02-08,0.47,740739,Average,EMP1336,0,
EMP1378,Jessica Beck,Consulting,Senior Analyst,L4,2021-07-30,5.01,753168,Average,EMP1191,0,
EMP1379,Amy Gordon,Sales,Analyst,L5,2022-10-24,3.77,1213248,Average,EMP1729,0,
EMP1380,Sydney Mccarthy,Operations,Manager,L4,2025-10-16,0.79,1104567,High,EMP1213,0,
EMP1381,Tiffany Brown,Consulting,Senior Analyst,L5,2023-01-02,3.58,1454012,Average,EMP1573,0,
EMP1382,Shannon Davis,Operations,Analyst,L1,2026-06-12,0.13,1075178,Average,EMP1327,0,
EMP1383,Sarah Jones,Consulting,Senior Manager,L2,2023-04-19,3.28,792212,Average,EMP1956,0,
EMP1384,Joanna Brewer,Sales,Consultant,L4,2018-10-02,7.83,1077196,High,EMP1380,0,
EMP1385,Tammy Rosales,Consulting,Manager,L4,2025-08-17,0.95,1232611,High,EMP1672,1,2025-11-04
EMP1386,Curtis Reed,Consulting,Manager,L2,2025-05-28,1.18,1146144,High,EMP1577,0,
EMP1387,Bryan Martin,Consulting,Manager,L4,2018-08-19,7.95,1052182,Low,EMP1797,1,2024-02-10
EMP1388,Debra Bradshaw,Engineering,Consultant,L4,2026-03-20,0.36,1220002,Average,EMP1238,0,
EMP1389,Jennifer Pena,Engineering,Analyst,L5,2020-01-06,6.57,1250788,Low,EMP1531,1,2026-07-26
EMP1390,Joe Olson,Engineering,Senior Analyst,L5,2019-03-04,7.41,1314647,Average,EMP1699,0,
EMP1391,James Johnson,Sales,Analyst,L2,2023-08-18,2.95,1094612,Low,EMP1081,0,
EMP1392,Renee Bates,Operations,Senior Analyst,L1,2023-03-07,3.4,849864,Average,EMP1362,0,
EMP1393,Dana Martinez,Finance,Manager,L4,2023-04-21,3.28,944014,Average,EMP1504,0,
EMP1394,Christine Macias,Consulting,Analyst,L1,2022-07-13,4.05,1261952,Low,EMP1201,0,
EMP1395,Sally Thomas,Consulting,Manager,L2,2026-05-09,0.23,654919,Average,EMP1919,0,
EMP1396,Joseph Owens,Sales,Senior Manager,L2,2025-04-19,1.28,1010601,Average,EMP1503,0,
EMP1397,Riley Melendez,Consulting,Manager,L5,2022-04-07,4.32,781998,Average,EMP1643,1,2026-04-21
EMP1398,Daniel Graham,Engineering,Manager,L4,2022-12-29,3.59,908623,Low,EMP1036,0,
EMP1399,Dr. Melissa Robinson,Finance,Senior Analyst,L3,2019-02-27,7.43,1283535,Average,EMP1643,0,
EMP1400,Charles Cross,HR,Senior Manager,L2,2026-05-17,0.21,957329,High,EMP1588,0,
EMP1401,Brandon Sexton,Consulting,Manager,L4,2025-11-11,0.72,913930,Low,EMP1600,0,
EMP1402,Nicole Wolfe,Engineering,Manager,L1,2022-12-31,3.58,492043,Low,EMP1972,1,2024-03-25
EMP1403,Megan Mccullough,HR,Senior Manager,L5,2019-06-29,7.09,1123876,Average,EMP1401,0,
EMP1404,Justin Harris,Finance,Senior Manager,L1,2021-03-16,5.38,1093645,High,EMP1764,0,
EMP1405,Cynthia Martin,HR,Analyst,L2,2023-01-29,3.5,1548976,Average,EMP1855,0,
EMP1406,Dorothy Holt,Engineering,Senior Analyst,L2,2025-03-18,1.37,807666,Average,EMP1705,0,
EMP1407,Cody Miller,Operations,Senior Manager,L1,2020-01-17,6.54,965745,Average,EMP1175,0,
EMP1408,Andrea Blackburn,Operations,Senior Manager,L2,2021-10-04,4.82,974815,Average,EMP1544,0,
EMP1409,Rachel Campbell,HR,Consultant,L4,2023-12-13,2.63,1373235,Low,EMP1569,0,
EMP1410,Adriana Wiley,Sales,Senior Manager,L2,2025-03-18,1.37,871411,Average,EMP1466,0,
EMP1411,Sharon Alexander,HR,Senior Analyst,L5,2021-04-12,5.3,983706,High,EMP1200,0,
EMP1412,Monique Mclaughlin,Consulting,Manager,L4,2018-08-20,7.95,1082368,Average,EMP1539,0,
EMP1413,Benjamin Conner,Consulting,Manager,L3,2021-05-10,5.23,955982,High,EMP1546,1,2025-02-08
EMP1414,Daniel Miller,Operations,Manager,L2,2023-12-16,2.62,766069,Average,EMP1998,0,
EMP1415,Megan Bell,Sales,Manager,L2,2022-06-20,4.12,958226,Low,EMP1636,0,
EMP1416,Ricardo Snyder,Engineering,Consultant,L5,2019-06-22,7.11,1222089,High,EMP1393,0,
EMP1417,Joanne Adams,Consulting,Senior Manager,L5,2021-06-24,5.1,592045,Low,EMP1832,0,
EMP1418,Mary Pearson,Operations,Manager,L1,2020-04-27,6.26,939890,Average,EMP1041,0,
EMP1419,Patricia Turner,Finance,Analyst,L1,2026-02-02,0.49,689963,Low,EMP1596,0,
EMP1420,Brian Riley,Operations,Manager,L1,2026-02-13,0.46,1258513,Low,EMP1392,0,
EMP1421,Kristin Farmer,Consulting,Senior Manager,L5,2024-03-21,2.36,443043,Average,EMP1699,0,
EMP1422,Gregory Hendrix,Consulting,Manager,L1,2026-06-13,0.13,732323,Average,EMP1622,0,
EMP1423,Jennifer Henry,Operations,Consultant,L1,2019-03-16,7.38,1013163,Average,EMP1782,0,
EMP1424,Mr. Michael Clark,Engineering,Senior Analyst,L3,2019-10-13,6.8,1369657,Average,EMP1994,0,
EMP1425,Michael Johnson,HR,Senior Analyst,L1,2019-08-11,6.98,880274,Low,EMP1440,0,
EMP1426,Heather White,Consulting,Senior Manager,L2,2021-07-22,5.03,733440,Low,EMP1836,0,
EMP1427,Karen Wilkerson,Operations,Senior Analyst,L5,2024-12-15,1.62,1464347,Average,EMP1616,0,
EMP1428,Thomas Payne,Operations,Senior Analyst,L4,2025-07-19,1.03,465595,Average,EMP1505,0,
EMP1429,Jonathan Ellis,Sales,Analyst,L3,2018-12-25,7.6,300000,Average,EMP1917,0,
EMP1430,Gregory Murray,HR,Senior Manager,L5,2019-07-04,7.08,1032004,Average,EMP1319,0,
EMP1431,Kevin Higgins,Finance,Senior Manager,L5,2026-01-28,0.5,749383,High,EMP1552,0,
EMP1432,Joseph Chambers,Engineering,Senior Analyst,L2,2022-02-06,4.48,593630,Average,EMP1214,0,
EMP1433,Sherry Johnson,Finance,Senior Analyst,L1,2024-04-26,2.26,1112506,Average,EMP1070,0,
EMP1434,Lindsey Shields,HR,Senior Analyst,L2,2023-07-09,3.06,973140,Average,EMP1567,0,
EMP1435,Tracy Williams,HR,Consultant,L1,2024-09-27,1.84,730776,Average,EMP1918,0,
EMP1436,Julia Myers,HR,Manager,L1,2026-05-11,0.22,515908,Average,EMP1235,0,
EMP1437,Crystal Adams,Finance,Consultant,L5,2020-02-24,6.44,1161737,High,EMP1280,0,
EMP1438,Taylor Hodge,HR,Senior Manager,L1,2022-07-19,4.04,1095060,Average,EMP1986,0,
EMP1439,Margaret Hill,Operations,Analyst,L3,2019-05-30,7.18,870247,High,EMP1616,0,
EMP1440,Jeffrey Walls,Finance,Manager,L3,2026-04-12,0.3,1453991,High,EMP1901,0,
EMP1441,Brandon Reed,HR,Analyst,L3,2019-10-03,6.83,578974,High,EMP1886,0,
EMP1442,Valerie Miller,Operations,Senior Manager,L5,2026-02-13,0.46,442342,High,EMP1161,0,
EMP1443,John Johnston,Sales,Senior Manager,L2,2021-04-14,5.3,692427,Average,EMP1190,0,
EMP1444,William Anderson,HR,Analyst,L4,2024-01-31,2.5,886324,Average,EMP1008,0,
EMP1445,Janet Greene,Finance,Analyst,L1,2019-06-30,7.09,973001,Average,EMP1059,0,
EMP1446,Robert Glass,Consulting,Analyst,L4,2022-02-14,4.46,827629,Average,EMP1892,1,2022-05-29
EMP1447,Joseph Perkins,HR,Senior Manager,L2,2026-06-15,0.13,1005616,Average,EMP1816,0,
EMP1448,Susan Erickson,Consulting,Senior Analyst,L2,2023-10-16,2.79,524538,Average,EMP1224,0,
EMP1449,Justin Harrison,Operations,Analyst,L5,2023-12-22,2.61,1333129,Average,EMP1818,0,
EMP1450,Amy Myers,Sales,Manager,L3,2022-07-31,4.0,875354,Average,EMP1699,0,
EMP1451,Lisa Rodriguez,Engineering,Senior Manager,L3,2024-02-04,2.49,1235188,Average,EMP1581,0,
EMP1452,Holly Odom,Sales,Consultant,L2,2022-09-18,3.87,1002817,Average,EMP1804,0,
EMP1453,Judy Mata,HR,Consultant,L5,2023-11-05,2.74,1037025,Low,EMP1286,0,
EMP1454,William Smith,Consulting,Manager,L5,2026-05-07,0.23,1070930,High,EMP1993,1,2026-05-10
EMP1455,Jacob Pruitt,Consulting,Senior Analyst,L1,2026-01-14,0.54,1034312,Average,EMP1168,1,2026-05-15
EMP1456,Karen Montgomery,Finance,Analyst,L3,2024-10-05,1.82,1092816,Average,EMP1061,0,
EMP1457,Thomas Alexander,Consulting,Senior Manager,L2,2023-12-24,2.6,1298745,Low,EMP1348,0,
EMP1458,Brandi Walker,Finance,Analyst,L4,2019-10-28,6.76,958956,Average,EMP1441,0,
EMP1459,Sandra Perez,Operations,Senior Manager,L3,2026-05-05,0.24,1112701,Average,EMP1013,0,
EMP1460,John Moore,Engineering,Consultant,L1,2020-09-14,5.88,873079,Average,EMP1163,0,
EMP1461,Richard Perry,HR,Analyst,L5,2025-10-10,0.81,1332035,Low,EMP1419,0,
EMP1462,Rebecca Mitchell,Finance,Manager,L2,2021-11-20,4.7,697082,Average,EMP1756,0,
EMP1463,Joanne Simmons,Engineering,Senior Analyst,L3,2020-08-31,5.92,1440282,Average,EMP1846,0,
EMP1464,Emily Caldwell,Consulting,Manager,L4,2019-10-01,6.84,887952,Average,EMP1519,1,2021-05-21
EMP1465,Bryan Ray,Consulting,Senior Analyst,L1,2024-08-15,1.96,470767,Average,EMP1665,0,
EMP1466,James Washington,Engineering,Analyst,L1,2019-07-20,7.04,938431,Average,EMP1547,1,2023-07-15
EMP1467,Peggy Elliott PhD,Consulting,Analyst,L3,2020-03-05,6.41,695684,Average,EMP1559,0,
EMP1468,Maria Carter,Operations,Senior Analyst,L4,2019-01-09,7.56,1152193,High,EMP1596,0,
EMP1469,Chad Dalton,Operations,Consultant,L1,2024-06-12,2.13,704212,Average,EMP1027,0,
EMP1470,Michael Jones,Engineering,Senior Manager,L2,2022-08-02,4.0,766144,Average,EMP1707,0,
EMP1471,John Valencia,Finance,Manager,L1,2023-07-24,3.02,333137,Low,EMP1445,0,
EMP1472,Chris King,Finance,Manager,L4,2021-12-25,4.6,764308,Average,EMP1207,0,
EMP1473,Oscar Wright,Engineering,Manager,L5,2021-05-12,5.22,300000,Low,EMP1469,0,
EMP1474,Anne White,Finance,Analyst,L5,2025-03-06,1.4,424829,Average,EMP1715,0,
EMP1475,Kristina Brown,Finance,Manager,L3,2022-12-27,3.59,1128124,High,EMP1975,0,
EMP1476,Dana Valenzuela,Operations,Senior Manager,L4,2018-11-14,7.72,1135740,Average,EMP1818,0,
EMP1477,David Mccann,Finance,Senior Manager,L1,2019-11-06,6.74,1027637,Low,EMP1103,0,
EMP1478,John Mcclure,Sales,Senior Analyst,L1,2019-11-05,6.74,609907,Low,EMP1741,0,
EMP1479,Nicole Ross,HR,Analyst,L5,2020-05-04,6.24,885686,Average,EMP1425,0,
EMP1480,Rebecca Gomez,Consulting,Senior Manager,L5,2025-04-26,1.26,898919,Average,EMP1100,0,
EMP1481,Angela Armstrong,Sales,Consultant,L2,2026-04-16,0.29,552490,Low,EMP1540,1,2026-07-01
EMP1482,Andrew Dorsey,Finance,Analyst,L5,2024-09-08,1.89,1351019,High,EMP1638,0,
EMP1483,Brian Campbell,Operations,Analyst,L2,2024-02-08,2.48,1163208,Average,EMP1849,0,
EMP1484,Tom Perkins,Engineering,Senior Manager,L1,2021-09-24,4.85,833710,Average,EMP1521,0,
EMP1485,Megan Aguilar DVM,Finance,Consultant,L2,2024-11-17,1.7,908065,High,EMP1105,0,
EMP1486,Brian Grant,Operations,Senior Analyst,L2,2026-01-13,0.55,962514,Low,EMP1678,0,
EMP1487,Christina Miller,HR,Senior Manager,L3,2022-11-12,3.72,300000,High,EMP1977,0,
EMP1488,Lisa Foster,Finance,Consultant,L5,2022-07-19,4.04,825846,Average,EMP1768,0,
EMP1489,Dr. Rebekah Olson,Engineering,Analyst,L2,2020-09-23,5.85,695404,High,EMP1806,0,
EMP1490,John Yang,Operations,Consultant,L1,2021-09-11,4.89,599513,Average,EMP1276,0,
EMP1491,Jordan Ramirez,Operations,Analyst,L4,2025-09-10,0.89,815669,High,EMP1064,0,
EMP1492,Jason James,Operations,Senior Manager,L2,2019-05-19,7.21,1439305,High,EMP1782,0,
EMP1493,Karen Patel,HR,Senior Manager,L5,2024-12-23,1.6,1092252,Average,EMP1899,0,
EMP1494,Ashley Weber,Finance,Manager,L3,2022-12-03,3.66,728646,High,EMP1187,0,
EMP1495,Rhonda Perry,HR,Manager,L1,2025-09-22,0.85,1071774,Average,EMP1316,0,
EMP1496,Jennifer Cook,Consulting,Manager,L3,2021-12-08,4.65,1319806,Average,EMP1915,0,
EMP1497,Kristina Kirk,Consulting,Senior Manager,L4,2024-05-21,2.19,1177390,Average,EMP1137,0,
EMP1498,Richard Wood,Finance,Senior Analyst,L2,2023-04-01,3.33,917889,Average,EMP1342,1,2024-03-18
EMP1499,Jennifer Newman,HR,Senior Manager,L2,2025-06-11,1.14,705918,Average,EMP1104,0,
EMP1500,Gloria Ford,Engineering,Consultant,L5,2019-12-15,6.63,1109466,Average,EMP1545,0,
EMP1501,Susan Hodges,Operations,Senior Manager,L2,2025-06-18,1.12,1018045,Average,EMP1379,0,
EMP1502,Stephanie Esparza,Operations,Senior Manager,L1,2025-02-07,1.48,1168557,High,EMP1109,0,
EMP1503,Jodi Mccormick,Finance,Analyst,L4,2024-07-30,2.0,1090551,High,EMP1943,0,
EMP1504,Ricardo Terry,Consulting,Analyst,L3,2025-11-23,0.68,1214865,Average,EMP1544,0,
EMP1505,Rodney Wilson,Consulting,Analyst,L4,2026-03-12,0.39,739429,Average,EMP1353,1,2026-03-19
EMP1506,Jaclyn Thomas,Operations,Senior Manager,L2,2020-09-12,5.88,1295218,Average,EMP1742,0,
EMP1507,Marcia Sharp,Finance,Senior Analyst,L3,2025-03-13,1.38,959279,Average,EMP1316,0,
EMP1508,Hannah Trevino,HR,Consultant,L5,2024-09-18,1.87,1522578,Low,EMP1265,0,
EMP1509,Amanda Castro,Consulting,Consultant,L4,2023-06-29,3.09,693243,Average,EMP1693,0,
EMP1510,Seth Price,HR,Senior Analyst,L3,2025-02-21,1.44,1420789,Average,EMP1851,0,
EMP1511,Angela Williams,Consulting,Senior Analyst,L3,2019-10-08,6.82,959373,High,EMP1064,0,
EMP1512,Andrew Cross,Consulting,Consultant,L3,2024-05-11,2.22,704574,Average,EMP1332,0,
EMP1513,Joshua Page,Sales,Manager,L1,2023-12-16,2.62,754834,Average,EMP1512,0,
